@relation 'arc_agg_validate-weka.filters.unsupervised.attribute.Remove-R1,5,15-16,21,33,49-51,53-54,113-114-weka.filters.unsupervised.attribute.Reorder-Rfirst-12,14-last,13-weka.filters.unsupervised.attribute.Remove-R96,100-weka.filters.unsupervised.attribute.NumericToNominal-R2,3,12,15,16,36-V-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-Clast-L1,2,3,16,17-H'

@attribute ptype {1,2,3,7}
@attribute arrhour numeric
@attribute age numeric
@attribute finalftworker {0,1}
@attribute finalptworker {0,1}
@attribute finalunivstud {0,1}
@attribute finalnonworker {0,1}
@attribute finalretiree {0,1}
@attribute finaldrivingagechild {0,1}
@attribute finalpredriving {0,1}
@attribute finalpreschool {0,1}
@attribute actdur numeric
@attribute iswalkorwheelchair {0,1}
@attribute nonauto {0,1}
@attribute tripdistance numeric
@attribute tottr numeric
@attribute pretransfervar {0,1}
@attribute nonmand {0,1}
@attribute transfervariablebothnonauto {0,1}
@attribute transfervariableatleastonenonauto {0,1}
@attribute someonedropped {0,1}
@attribute someonepicked {0,1}
@attribute partysizechange {0,1}
@attribute mixedparty {0,1}
@attribute actdurless60min {0,1}
@attribute actdurless10min {0,1}
@attribute tripdistgreater10mi {0,1}
@attribute actdurgreater10min {0,1}
@attribute actdurless30min {0,1}
@attribute worklocationmatch {0,1}
@attribute schoollocationmatch {0,1}
@attribute adultparty {0,1}
@attribute childparty {0,1}
@attribute dropoffvariable {0,1}
@attribute pickupvariable {0,1}
@attribute hhmem numeric
@attribute groupgroceryduration {0,1}
@attribute groupeatoutduration {0,1}
@attribute bikemode {0,1}
@attribute grouprecreationduration {0,1}
@attribute groupsocialvisitduration {0,1}
@attribute notworklocation {0,1}
@attribute schoolbusmode {0,1}
@attribute subtourdummy {0,1}
@attribute simplesubtour {0,1}
@attribute complexsubtour {0,1}
@attribute volunactdurless60min {0,1}
@attribute volunworklocationmatch {0,1}
@attribute adultactdurless100min {0,1}
@attribute schoolageactdurless150min {0,1}
@attribute preschoolactdurless300min {0,1}
@attribute ftworkeractdurless120min {0,1}
@attribute ptworkeractdurless120min {0,1}
@attribute univstudactdurless120min {0,1}
@attribute actdurgreater30min {0,1}
@attribute actdurgreater90min {0,1}
@attribute actdurgreater45min {0,1}
@attribute actdurgreater120min {0,1}
@attribute adultpartyactdur20to40min {0,1}
@attribute adultparty12pmto2pm {0,1}
@attribute actdur30to90min {0,1}
@attribute simplesubtour12pmto2pm {0,1}
@attribute complexsubtour12pmto2pm {0,1}
@attribute originisdestination {0,1}
@attribute actdurless120min {0,1}
@attribute actdurgreater150min {0,1}
@attribute starttime10amto1pm {0,1}
@attribute starttime11amto1pm {0,1}
@attribute starttime11amto3pm {0,1}
@attribute starttime1amto6pm {0,1}
@attribute starttime2pmto5pm {0,1}
@attribute starttime2pmto6pm {0,1}
@attribute starttime2pmto7pm {0,1}
@attribute starttime3pmto5pm {0,1}
@attribute starttime3pmto6pm {0,1}
@attribute starttime3pmto7pm {0,1}
@attribute starttime3pmto8pm {0,1}
@attribute starttime4pmto7pm {0,1}
@attribute starttime5pmto7pm {0,1}
@attribute starttime7amto12am {0,1}
@attribute starttime8amto11am {0,1}
@attribute starttime8amto12pm {0,1}
@attribute starttime8amto2pm {0,1}
@attribute starttime9amto11am {0,1}
@attribute starttime9amto3pm {0,1}
@attribute female {0,1}
@attribute young {0,1}
@attribute nondrivingchildren {0,1}
@attribute zerocars {0,1}
@attribute highincome {0,1}
@attribute lowincome {0,1}
@attribute k8enrollment {0,1}
@attribute highschoolenrollment {0,1}
@attribute nearchurch {0,1}
@attribute nearbigbox {0,1}
@attribute lu_commercial {0,1}
@attribute lu_institutional {0,1}
@attribute lu_parks {0,1}
@attribute tpurp {4,5,6,7,8,11,13,15,21,22,23,25}

@data
7,17,40,0,1,0,0,0,0,0,0,7,0,0,1.240001,4,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,7
7,18,40,0,1,0,0,0,0,0,0,5,0,0,1.240001,4,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,5
7,5,51,1,0,0,0,0,0,0,0,40,0,0,1.442951,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,23
7,7,51,1,0,0,0,0,0,0,0,5,0,0,1.901857,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,7
2,8,51,1,0,0,0,0,0,0,0,63,0,0,15.787889,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,8
7,9,51,1,0,0,0,0,0,0,0,161,0,0,2.198341,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,13
2,12,51,1,0,0,0,0,0,0,0,411,0,0,2.198341,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,8
7,19,51,1,0,0,0,0,0,0,0,28,0,0,8.111273,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,6
3,8,9,0,0,0,0,0,0,1,0,411,0,0,2.248092,4,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,11
7,15,9,0,0,0,0,0,0,1,0,1,0,0,1.844474,6,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,5
7,16,9,0,0,0,0,0,0,1,0,76,0,0,8.139743,4,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,23
7,17,9,0,0,0,0,0,0,1,0,7,0,0,1.240001,4,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,7
7,18,9,0,0,0,0,0,0,1,0,114,0,0,1.240001,4,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,23
3,8,7,0,0,0,0,0,0,1,0,411,0,0,2.248092,4,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,11
7,15,7,0,0,0,0,0,0,1,0,1,0,0,1.844474,6,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,5
7,16,7,0,0,0,0,0,0,1,0,76,0,0,8.139743,4,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,23
7,17,7,0,0,0,0,0,0,1,0,7,0,0,1.240001,4,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,7
7,18,7,0,0,0,0,0,0,1,0,5,0,0,1.240001,4,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,5
7,8,4,0,0,0,0,0,0,0,1,22,0,0,2.248092,4,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,5
3,9,4,0,0,0,0,0,0,0,1,186,0,0,2.144712,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,11
7,13,4,0,0,0,0,0,0,0,1,129,0,0,0.112222,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,25
7,16,4,0,0,0,0,0,0,0,1,76,0,0,8.139743,4,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,23
7,17,4,0,0,0,0,0,0,0,1,7,0,0,1.240001,4,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,7
7,18,4,0,0,0,0,0,0,0,1,5,0,0,1.240001,4,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,5
7,7,50,1,0,0,0,0,0,0,0,5,0,0,15.774594,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7
7,8,50,1,0,0,0,0,0,0,0,4,0,0,14.208543,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7
7,9,50,1,0,0,0,0,0,0,0,9,0,1,0.342367,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,15
7,10,50,1,0,0,0,0,0,0,0,117,0,1,7.462671,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,7
7,12,50,1,0,0,0,0,0,0,0,36,0,0,7.005043,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,21
7,13,50,1,0,0,0,0,0,0,0,1,0,0,0.746417,2,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5
7,14,50,1,0,0,0,0,0,0,0,3,1,1,0.242921,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,7
7,14,50,1,0,0,0,0,0,0,0,2,0,1,1.582771,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,7
7,14,50,1,0,0,0,0,0,0,0,30,0,0,3.7764,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,6
7,18,50,1,0,0,0,0,0,0,0,24,0,0,11.491307,2,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,23
2,7,51,1,0,0,0,0,0,0,0,200,0,0,1.817713,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,8
7,10,51,1,0,0,0,0,0,0,0,72,0,0,6.310011,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,7
7,12,51,1,0,0,0,0,0,0,0,36,0,0,7.005043,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,21
2,13,51,1,0,0,0,0,0,0,0,171,0,0,0.746417,2,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,8
7,19,51,1,0,0,0,0,0,0,0,40,1,1,0.459703,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,23
7,7,16,0,0,0,0,0,1,0,0,9,1,1,0.766208,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,25
3,7,16,0,0,0,0,0,1,0,0,457,0,0,2.276434,5,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,11
7,18,16,0,0,0,0,0,1,0,0,24,0,0,11.491307,2,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,23
7,9,74,0,0,0,0,1,0,0,0,130,0,0,4.751517,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,23
7,12,74,0,0,0,0,1,0,0,0,3,0,0,5.311399,2,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7
7,15,74,0,0,0,0,1,0,0,0,73,0,0,2.334246,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,7
7,17,74,0,0,0,0,1,0,0,0,51,0,0,2.478881,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,21
7,18,74,0,0,0,0,1,0,0,0,61,0,0,0.152762,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22
7,9,70,0,0,0,0,1,0,0,0,130,0,0,4.751517,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,23
7,12,70,0,0,0,0,1,0,0,0,3,0,0,5.311399,2,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,7
7,17,70,0,0,0,0,1,0,0,0,51,0,0,2.478881,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,21
7,8,53,1,0,0,0,0,0,0,0,4,0,0,0.436619,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,7
2,8,53,1,0,0,0,0,0,0,0,209,0,0,3.782244,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,8
7,12,53,1,0,0,0,0,0,0,0,39,0,0,3.433488,4,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,21
2,13,53,1,0,0,0,0,0,0,0,192,0,0,3.433488,4,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,8
2,9,62,1,0,0,0,0,0,0,0,463,0,0,3.837583,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,8
7,9,53,1,0,0,0,0,0,0,0,60,0,0,0.628835,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,13
7,10,53,1,0,0,0,0,0,0,0,9,0,0,0.98413,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,13
7,11,53,1,0,0,0,0,0,0,0,80,0,0,25.113928,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,13
7,14,53,1,0,0,0,0,0,0,0,2,0,0,25.114012,3,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,13
7,15,53,1,0,0,0,0,0,0,0,20,0,0,0.814714,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,13
